81,3,7.72,0,2.86,2,0,2,0,1,3,4.57,5.57,0,0,0,1,0,2,0,1.571,1,0,2,0,0,5.43,2.71,1,2,0,4.14,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
83,0,0,0,0,0,0,0.863,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0.488,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,0.778,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0.886,0,0,0,0,0,0,0,0,0,0,0,0
86,3.17,0.2775,0.731,0.1378,0,3.08,0.275,0.486,0.759,2.045,1.773,2.92,0.218,0.321,1.016,1.133,0.338,1.392,2.246,0.605,0.1378,1.575,1.603,3.46,1.164,1.104,0.0689,2.57,1.625,4.7,0.928,0.494
87,3.78,7.41,2.44,4.222,10.78,1.337,3.03,3.37,1.926,6.4,7.26,3.366,6.96,5.26,1,7,9.34,4.63,0.741,11.15,2.444,6.85,8.81,4.521,5.6,19.21,2.921,2.7,7.33,3,10.48,3.19
88,4.27,3.24,6.94,6.36,7.27,2.891,2.72,0.777,3.83,3.318,8.14,3.72,7.71,0.741,0.9628,3.56,0,7.32,1.925,6.02,3.807,2.506,2.848,2.22,4.37,8.89,3.23,3.175,4.91,0.457,4.83,0.951
89,0.543,0.543,2.71,3.06,3.09,0.543,0.76,1.512,1.09,1.663,0.543,1.484,3.11,0.543,1.57,1.222,2.52,0,0.543,0.612,1.08,2.72,4.15,1.09,0.543,1.772,0.543,5.43,0,2.28,0.543,0.287
90,8.3,3.1,0.598,2.011,5.24,6.14,6.85,3.54,6.72,0.448,5.18,4.27,4.41,2.48,5.22,6.01,8.8,4.42,3.44,4.85,3.864,0,0.655,1.747,0,2.78,0.724,6.72,3.61,0.747,7.37,0
91,16.5,16.71,28.7,13.34,13.83,16.26,16.73,13.23,8.16,18.44,14.91,10.5,6.61,8.89,16.28,11,13.66,17.5,22.2,24.8,12.33,18.06,6.78,18.72,7.39,11.78,18.06,15.06,14.22,11.94,15.77,14.39
92,2.596,2.551,0.2717,3.01,0,0.111,6.2,2.82,3.01,0,1.221,5.37,0.8147,4,4.39,0,0.568,0,0.0988,0.679,2.87,0,0,3.1,0.37,3.69,0.333,2.182,0,1.814,0.0369999999999999,2.137
93,1.419,0,1.613,0.5485,0,3.23,0.677,5.32,0.839,0.71,0.742,0.935,2.254,2.156,0,2.94,0,0.71,0,0.0645,0.161,1.226,1.548,1.48,1.932,0,0,0,0.774,0.484,1.935,0
94,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,9,8.55,8.25,10.02,18.2,12.35,8.03,9.19,15.85,2.144,11.08,9.91,6.2,18.52,16.44,11.93,10.39,9.79,9.13,6.87,11.53,3.12,4.95,11.17,8.54,18.3,15.31,11.98,2.79,9.59,14.89,1.654
96,0,0.432,2.84,0.753,2.06,0.0493999999999999,0,2.16,0,0.519,1.308,4.1,2.26,0,4.133,1.21,1.148,1.024,0,1.509,2.95,3.639,3.114,0,0.173,0.741,0,5.31,0.136,2.235,0,1.987
97,19.56,9.44,20.72,17.65,9.23,19.66,10.33,6.04,15.45,5.25,10.76,11.89,17.42,14.02,14.52,4.56,10.79,9.05,28,9.47,6.17,5.06,2.39,10.73,14.13,13.08,9.21,11.25,15.04,19.25,9.05,10.75
98,5.48,4.48,9.91,4.38,5.37,4.04,6.17,4.019,1.37,3.096,5.67,6.13,5.73,4.83,2.903,4.52,2.87,6.88,6.31,3.037,7.59,3.54,3.305,4.37,5.37,3.466,7.81,1.846,7.98,10.19,7.85,1.442
99,11.06,13.5,5.11,11.77,7.94,10,7.66,7.17,2,3.44,7.33,10.78,10.77,2.227,5.5,3.28,8.28,0,8,3.95,7.22,2.94,5.06,11.78,0.889,1,21.51,8.61,2.89,8.56,12.05,6.55
100,4,0.2976,3.369,0.5,2.62,3.124,3.31,5.75,1.831,1.95,1.7857,1.334,0,0,0,0.0476000000000001,0,0,0,0.786,1.477,3.65,0.404,1.024,3.514,1.452,1.62,0,2.37,0.25,1.31,1.544
101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,17.27,14,10.22,12.24,10.39,18.4,10.85,8.15,10.97,7.93,8.34,15.03,11.42,4.22,7.69,5.3,7.95,8.78,15.49,16.48,12.04,7.49,11.08,11.63,9.1,4.39,17.24,6.83,13.22,17.49,8.95,13.32
103,3.98,0,1.9519,1.717,2.443,5.76,2.949,9.44,1.369,2.801,2.211,1.119,0,0.56,2.103,1.36,0.833,0,0.512,1.451,1.083,1.476,0,0.56,2.77,0.274,0,0,1.571,0.941,0.833,0.702
104,12.25,13.25,10.25,5.75,8,3,15.2,10,3,6,9.5,18,1,10,7.75,5,5,0,2,14,5,4,1,4,5.75,23.75,5,5,5.25,6.5,10.75,5.5
105,8.15,8.03,5.95,5.28,4.52,4.75,4.46,12.2,5.589,5.44,8.36,9.74,10.46,6.31,7.92,4.253,10.56,3.95,4.41,7.02,9.66,1.28,2.438,6.92,5.204,13.54,5.52,5,4.26,6.74,3.54,3.953
106,1.99,4.02,1.31,1.802,0,0.914,6.36,1.037,1.691,0.778,1.05,2.71,0.444,0.951,4.5,0,0.0741000000000001,0,2.91,0.864,1.333,0.864,0,3.104,1.024,3.69,0.222,1.545,0.691,2.579,0.309,0.543
107,13.93,3.093,5.63,5.41,10.54,9.5,4.39,14.16,5,3.76,10.25,6.35,8.96,4.85,0.648,8.14,10.63,7.26,0.259,11.92,2.95,6.55,3.407,5.114,9.96,10.74,7.3,5.53,5.4,7.91,13.33,5.78
108,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,1,0,0,0,0,1.61,0,0,0,0,0
109,16.5,13.25,12.25,10.25,14,16,10.25,8,8,4.5,9.5,14.75,9,4,6,9,5,6.5,13,15,12.5,7,12.75,8,9,5,19.25,9,12.75,19.8,10.25,15
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
111,4.4,0.716,16.36,4.36,8.85,8.85,10.93,7.47,7.39,8.96,8.94,8.71,8.66,11.2,4.38,4.47,5.2,11.61,5.66,8.37,1.086,7.99,10.59,5.47,17.98,5.84,4.01,1.235,13.04,6.41,2.84,3.76
112,0,0,0,0,0,0,0,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986
113,13,11,13,4.5,10.5,4,18.5,15.5,4.5,5.5,11.5,18,5.5,10,7.5,5.5,7,5,2,16,6,9,4,4,5,24.5,4.5,5,9,8,11,6
114,0.224,1.026,0,0,0,0.921,0.803,1.88,0.0789,1.829,0.934,0,0,1.05,0.829,1.119,6.15,0,0,2.011,0.4606,0.711,0.487,0.987,0.684,0.671,0.237,1.381,1.566,0.882,0,0
115,12.87,10.4,9.2,7.404,8.74,4.64,8.02,15.6,7.83,4.31,11.09,13.49,8.2,9.95,3.67,3.71,3.33,3.44,2.13,8.49,3.11,2.6,4.8,3.09,11.91,17.49,2.289,4.36,8.15,3.36,7,7.86
116,2.468,3.97,6.65,3.06,6.64,3.1,5.69,6.58,2.252,7.86,8.7,7.16,7.42,4.72,0.914,4.23,5.39,4.77,1.988,13.05,1.717,5.37,3.17,3.66,2.039,15.43,8.63,6.34,4.92,4.78,9.28,1.993
117,20.14,13.78,19.25,16.05,16.69,13.54,21.53,16.17,9.27,6.29,13.92,13.84,14.08,9.84,13.79,8.25,8.84,8.11,13.6,17.9,10.27,10.95,18.28,21.9,13.76,5.48,11.27,14.59,14.08,11.89,18.45,11.81
118,1.358,0,2.67,0,4.03,0.198,1.872,2.312,0.0123,1.646,0,0.272,7.64,0,7.9,0.617,1.1123,0,3.48,0.864,0,0,0.951,0,0.827,2.29,0,3.365,0.247,0.21,0,0
119,1,0.593,5.5,0.0592999999999999,6.52,0.678,2.123,2.529,0.6099,1.577,1.449,3.33,4.52,0,8.62,0.169,3.156,3.012,3.11,2.279,3.81,5.17,3.08,1.42,0.381,3.35,0.6184,6.71,1.651,2.617,0,4.73
120,15.63,11.33,19.7,12.67,15.84,20,25.1,16.5,11.17,8,19.5,15,15.5,9,9.33,6,13.33,15.67,18.33,22.1,8.67,17.17,14.8,24.33,16.33,7.83,10.66,15,15.2,21.3,16.5,11.33
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.781,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,10.69,5.45,6.94,2.14,6.64,4.974,9.56,10.25,2.306,6.198,10.14,10.11,5.36,4.03,1.778,4.25,2.25,2.837,1.03,10.83,2.83,4.53,6.98,2.19,8.89,17.89,2.141,0.444,6.42,2.06,8.42,2.472
123,0.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969,0,0,0,0,0.477,0,0,0
124,20.05,9.27,19.71,20.62,9.96,23.8,10.24,11.32,22.36,2.4636,8.17,10.86,12.39,17.47,10.43,7.66,8.75,13.98,23.2,15.71,6.98,9.11,6,15.09,16.84,8.41,7.82,15.07,20.03,20.88,16.18,10.95
125,6.12,4.72,5.14,3.99,2.42,6.19,5.13,12.62,4.342,1.05,4.92,8.58,1.73,5.35,4.64,3.001,0,0.333,0,7.16,4.08,1.31,0,2.75,5.28,4.94,1.961,4.95,0.691,1.954,0.605,3.035
126,18.82,13.1,23.2,17.12,12.64,17,14.42,12.74,6,13.22,17.27,20.67,14.71,10.97,9.45,11.91,12.16,12.84,15.25,19.27,11.87,9.22,14.29,16.68,19.47,11.13,21.63,9.07,16.22,13.93,12.81,14.81
